"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"g11_2_5","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,307,86.9688385269122,,,,,,,,
"g11_2_6","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,340,96.3172804532578,,,,,,,,
"g11_2_7","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,345,97.7337110481586,,,,,,,,
"g11_3_1","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,231,65.4390934844193,,,,,,,,
"g11_3_2","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,210,59.4900849858357,,,,,,,,
"g11_3_3","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,226,64.0226628895184,,,,,,,,
"g11_3_4","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,280,79.3201133144476,,,,,,,,
"g11_3_5","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,332,94.0509915014164,,,,,,,,
"g11_3_6","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,345,97.7337110481586,,,,,,,,
"g11_3_7","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,350,99.1501416430595,,,,,,,,
"g11_4_1","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,317,89.8016997167139,,,,,,,,
"g11_4_2","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,324,91.7847025495751,,,,,,,,
"g11_4_3","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,338,95.7507082152975,,,,,,,,
"g11_4_4","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,346,98.0169971671388,,,,,,,,
"g11_4_5","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,349,98.8668555240793,,,,,,,,
"g11_4_6","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,349,98.8668555240793,,,,,,,,
"g11_4_7","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,352,99.7167138810198,,,,,,,,
"g11_5_1","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,340,96.3172804532578,,,,,,,,
"g11_5_2","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,350,99.1501416430595,,,,,,,,
"g11_5_3","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,350,99.1501416430595,,,,,,,,
"g11_5_4","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,352,99.7167138810198,,,,,,,,
"g11_5_5","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,352,99.7167138810198,,,,,,,,
"g11_5_6","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,351,99.4334277620397,,,,,,,,
"g11_5_7","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,352,99.7167138810198,,,,,,,,
"g11a_1_1","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_1_2","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_1_3","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_1_4","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_1_5","G11 Otro tipo de fertilizante","character",,,352,99.7167138810198,,,,,,,,
"g11a_1_6","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_1_7","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_2_1","G11 Otro tipo de fertilizante","character",,,352,99.7167138810198,,,,,,,,
"g11a_2_2","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_2_3","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_2_4","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_2_5","G11 Otro tipo de fertilizante","character",,,352,99.7167138810198,,,,,,,,
"g11a_2_6","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_2_7","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_1","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_2","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_3","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_4","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_5","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_6","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_3_7","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_1","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_2","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_3","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_4","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_5","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_6","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_4_7","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_1","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_2","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_3","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_4","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_5","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_6","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g11a_5_7","G11 Otro tipo de fertilizante","character",,,353,100,,,,,,,,
"g12_c_1_1"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,2,0.56657223796034,0.5,2500,12.0987416904084,3,134.547572640209,2,,
"g12_c_1_2"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,9,2.54957507082153,0.4,120,3.56072189922481,2,9.67721326266586,1.5,,
"g12_c_1_3"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,19,5.38243626062323,0,100,3.06667948912302,2,7.75644826654959,1.5,,
"g12_c_1_4"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,59,16.71388101983,0.5,200,3.57531179138322,2,13.0818172330525,1.5,,
"g12_c_1_5"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,221,62.6062322946176,0,500,8.87557162534435,2,46.3915126315371,2,,
"g12_c_1_6"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,322,91.2181303116147,0.4,800,30.1838709677419,1,143.969441426006,0,,
"g12_c_1_7"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,338,95.7507082152975,0.5,150,15.1333333333333,1.5,40.259633570589,1,,
"g12_c_2_1"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,135,38.2436260623229,0.25,200,3.75670871559633,1,16.7970011305718,1,,
"g12_c_2_2"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,102,28.8951841359773,0.3125,150,3.6077390438247,1,13.0617434553213,1,,
"g12_c_2_3"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,124,35.1274787535411,0.3,100,2.5511185757474,1,8.12996825921854,1,,
"g12_c_2_4"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,182,51.5580736543909,0,50,2.03257669026367,1,4.47290420921355,1,,
"g12_c_2_5"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,310,87.8186968838527,1,300,9.48837209302326,1,45.9648530805375,1,,
"g12_c_2_6"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,342,96.8838526912181,0.2,1,0.609090909090909,0.5,0.323123955950485,0.6,,
"g12_c_2_7"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,345,97.7337110481586,0.5,100,13.3125,1,35.0274764598145,0,,
"g12_c_3_1"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,232,65.7223796033994,0.3125,200,4.72572314049587,1,20.0441429709893,1,,
"g12_c_3_2"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,210,59.4900849858357,0,200,4.48176573426573,1,20.6459539756876,0,,
"g12_c_3_3"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,227,64.3059490084986,0.25,500,5.8576455026455,1,44.6698232199421,0,,
"g12_c_3_4"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,282,79.8866855524079,0.05,50,2.33276453593355,1,6.47306922792554,0,,
"g12_c_3_5"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,334,94.6175637393768,0,20,2.26315789473684,1,4.44212293170179,0.75,,
"g12_c_3_6"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,347,98.300283286119,0.25,300,50.5416666666667,0.75,122.209493971077,0.5,,
"g12_c_3_7"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,350,99.1501416430595,1,500,167.333333333333,1,288.097784325623,249.5,,
"g12_c_4_1"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,317,89.8016997167139,0.2,20,2.29027777777778,1,4.42482960841342,0.625,,
"g12_c_4_2"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,324,91.7847025495751,0.25,200,11.8940053050398,1,37.0768944202042,2.84615384615385,,
"g12_c_4_3"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,339,96.0339943342776,0.25,25,2.625,1,6.45304787856691,0.375,,
"g12_c_4_4"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,347,98.300283286119,0.5,5,1.75,1,1.66583312489577,0.75,,
"g12_c_4_5"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,349,98.8668555240793,0.25,200,50.5625,1,99.6256273505969,49.9375,,
"g12_c_4_6"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,351,99.4334277620397,2,20,11,11,12.7279220613579,9,,
"g12_c_4_7"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,353,100,Inf,-Inf,,,,,,
"g12_c_5_1"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,340,96.3172804532578,0.3125,20,3.25480769230769,1,5.63381609693665,0.5,,
"g12_c_5_2"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,350,99.1501416430595,0.3125,2,1.10416666666667,1,0.848558827267346,0.84375,,
"g12_c_5_3"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,350,99.1501416430595,1,2,1.33333333333333,1,0.577350269189626,0.5,,
"g12_c_5_4"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,352,99.7167138810198,2,2,2,2,,0,,
"g12_c_5_5"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,352,99.7167138810198,1,1,1,1,,0,,
"g12_c_5_6"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,352,99.7167138810198,150,150,150,150,,0,,
"g12_c_5_7"," ""G12 Cantidad total por hectárea  del insumo [nombre G_10]   ""","numeric",,,352,99.7167138810198,150,150,150,150,,0,,
"g12_u_1_1"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,2,0.56657223796034,,,,,,,,
"g12_u_1_2"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,9,2.54957507082153,,,,,,,,
"g12_u_1_3"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,19,5.38243626062323,,,,,,,,
"g12_u_1_4"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,58,16.4305949008499,,,,,,,,
"g12_u_1_5"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,218,61.7563739376771,,,,,,,,
"g12_u_1_6"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,320,90.6515580736544,,,,,,,,
"g12_u_1_7"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,337,95.4674220963173,,,,,,,,
"g12_u_2_1"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,135,38.2436260623229,,,,,,,,
"g12_u_2_2"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,102,28.8951841359773,,,,,,,,
"g12_u_2_3"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,123,34.8441926345609,,,,,,,,
"g12_u_2_4"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,181,51.2747875354108,,,,,,,,
"g12_u_2_5"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,307,86.9688385269122,,,,,,,,
"g12_u_2_6"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,340,96.3172804532578,,,,,,,,
"g12_u_2_7"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,345,97.7337110481586,,,,,,,,
"g12_u_3_1"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,231,65.4390934844193,,,,,,,,
"g12_u_3_2"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,210,59.4900849858357,,,,,,,,
"g12_u_3_3"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,226,64.0226628895184,,,,,,,,
"g12_u_3_4"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,280,79.3201133144476,,,,,,,,
"g12_u_3_5"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,332,94.0509915014164,,,,,,,,
"g12_u_3_6"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,345,97.7337110481586,,,,,,,,
"g12_u_3_7"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,350,99.1501416430595,,,,,,,,
"g12_u_4_1"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,317,89.8016997167139,,,,,,,,
"g12_u_4_2"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,324,91.7847025495751,,,,,,,,
"g12_u_4_3"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,338,95.7507082152975,,,,,,,,
"g12_u_4_4"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,346,98.0169971671388,,,,,,,,
"g12_u_4_5"," ""G12 Unidad""","factor","(1) Kilos, (2) Libras, (3) Gramos, (4) Litros, (5) Bultos, (6) Toneladas, (7) Otro, especificar",7,349,98.8668555240793,,,,,,,,
