a10,id_lote_g6,g7_1,g10_1,g10_2,g10_3,g10_4,g10_5,g10_c_1,g10_c_2,g10_c_3,g10_c_4,g10_c_5,g9_1,g9_2,g9_3,g9_4,g9_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,K2O_1,K2O_2,K2O_3,K2O_4,K2O_5,Ntotal_1,Ntotal_2,Ntotal_3,Ntotal_4,Ntotal_5,Namoniacal_1,Namoniacal_2,Namoniacal_3,Namoniacal_4,Namoniacal_5,Nnitrico_1,Nnitrico_2,Nnitrico_3,Nnitrico_4,Nnitrico_5,Nureico_1,Nureico_2,Nureico_3,Nureico_4,Nureico_5,P2O5_1,P2O5_2,P2O5_3,P2O5_4,P2O5_5,Tipo_Nivel_0_1,Tipo_Nivel_0_2,Tipo_Nivel_0_3,Tipo_Nivel_0_4,Tipo_Nivel_0_5,Tipo_Nivel_1_1,Tipo_Nivel_1_2,Tipo_Nivel_1_3,Tipo_Nivel_1_4,Tipo_Nivel_1_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,row,cantidad_litros_ha_1,cantidad_litros_ha_2,cantidad_litros_ha_3,cantidad_litros_ha_4,cantidad_litros_ha_5,cantidad_kilos_ha_1,cantidad_kilos_ha_2,cantidad_kilos_ha_3,cantidad_kilos_ha_4,cantidad_kilos_ha_5,ax_2,a11,a12,a12a,a13,f4_1,f5_1,_merge
ES1011,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,la esmetalda,Tolima,ESPINAL,,73268004,Fedearroz 67,3.5,Matched (3)
ES1011,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,200,,,,,la esmetalda,Tolima,ESPINAL,,73268004,Fedearroz 67,3.5,Matched (3)
ES1011,1,4,triple 18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,100,50,,,,la esmetalda,Tolima,ESPINAL,,73268004,Fedearroz 67,3.5,Matched (3)
ES1012,1,1,triple 18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,4,1,,,,Bultos,Bultos,,,,,,,,,50,25,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,25,,,,santa lucia,Tolima,ESPINAL,,73268004,Variedad 64,3.5,Matched (3)
ES1012,1,2,triple 18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,4,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,50,,,,santa lucia,Tolima,ESPINAL,,73268004,Variedad 64,3.5,Matched (3)
ES1012,1,3,urea,corcoly,,,,Urea,KORN KALI + B,,,,1,2,,,,3,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,150,150,,,,santa lucia,Tolima,ESPINAL,,73268004,Variedad 64,3.5,Matched (3)
ES1012,1,4,nitroesten,,,,,NITRO XTEND® 46 N,,,,,1,,,,,1,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,50,,,,,santa lucia,Tolima,ESPINAL,,73268004,Variedad 64,3.5,Matched (3)
ES1013,1,1,triple 18,sulfato de amonio,sulfatp,,,Triple 18,Sulfato de Amonio,Sulfato de Amonio,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,100,50,50,,,el plantel,Tolima,ESPINAL,,73268004,Fedearroz 67,.5,Matched (3)
ES1013,1,2,triple 18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,25,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,50,50,,,,el plantel,Tolima,ESPINAL,,73268004,Fedearroz 67,.5,Matched (3)
ES1013,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,,,,,el plantel,Tolima,ESPINAL,,73268004,Fedearroz 67,.5,Matched (3)
ES1013,1,4,triple 18,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,100,,,,,el plantel,Tolima,ESPINAL,,73268004,Fedearroz 67,.5,Matched (3)
ES1014,1,1,urea,sulfato de potacio,,,,Urea,Sulfato de potasio,,,,1,2,,,,1,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,50,,,,46,0,,,,0,0,,,,0,0,,,,46,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,QUIMIFER,,,,1,,,,,,50,100,,,,los talamos,Tolima,ESPINAL,,73268004,Fedearroz 2020,1.25,Matched (3)
ES1014,1,2,triple 18,urea,sulfato de amonio,,,Triple 18,Urea,Sulfato de Amonio,,,1,2,3,,,4,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,2,,,,,,200,50,50,,,los talamos,Tolima,ESPINAL,,73268004,Fedearroz 2020,1.25,Matched (3)
ES1014,1,3,urea,sulfato de amonio,,,,Urea,Sulfato de Amonio,,,,1,2,,,,1,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,50,100,,,,los talamos,Tolima,ESPINAL,,73268004,Fedearroz 2020,1.25,Matched (3)
ES1014,1,4,amidas,cadrin,,,,YaraVera AMIDAS,Triple 15,,,,1,2,,,,5,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,15,,,,40,15,,,,5,10.3,,,,0,4.7,,,,35,0,,,,0,15,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,NUTRIMON,,,,4,,,,,,250,50,,,,los talamos,Tolima,ESPINAL,,73268004,Fedearroz 2020,1.25,Matched (3)
ES1015,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,la porfia,Tolima,GUAMO,,73319023,Fedearroz 67,2,Matched (3)
ES1015,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,la porfia,Tolima,GUAMO,,73319023,Fedearroz 67,2,Matched (3)
ES1015,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,200,,,,,la porfia,Tolima,GUAMO,,73319023,Fedearroz 67,2,Matched (3)
ES1015,1,4,amidas,,,,,YaraVera AMIDAS,,,,,1,,,,,2.5,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,4,,,,,,125,,,,,la porfia,Tolima,GUAMO,,73319023,Fedearroz 67,2,Matched (3)
ES1016,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,las mercedes,Tolima,GUAMO,,73319023,Fedearroz 67,5,Matched (3)
ES1016,1,2,fase 3,triple 18,,,,(Nutrimon) Ecofertil fase 3,Triple 18,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,2,,,,,,100,100,,,,las mercedes,Tolima,GUAMO,,73319023,Fedearroz 67,5,Matched (3)
ES1016,1,3,fase 3,claki,sulfato de amonio,,,(Nutrimon) Ecofertil fase 3,Triple 15,Sulfato de Amonio,,,1,2,3,,,3,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,15,,,,,15,,,,,10.3,,,,,4.7,,,,,0,,,,,15,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,3,,,,,,150,50,50,,,las mercedes,Tolima,GUAMO,,73319023,Fedearroz 67,5,Matched (3)
ES1016,1,4,fase 3,cloruro de potacio,,,,(Nutrimon) Ecofertil fase 3,KCl,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,50,50,,,,las mercedes,Tolima,GUAMO,,73319023,Fedearroz 67,5,Matched (3)
ES1016,1,5,amina,,,,,YaraVera AMIDAS,,,,,1,,,,,2.5,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,125,,,,,las mercedes,Tolima,GUAMO,,73319023,Fedearroz 67,5,Matched (3)
ES1017,1,1,triple 18,sulfato de amonio,nitroesten,,,Triple 18,Sulfato de Amonio,NITRO XTEND® 46 N,,,1,2,3,,,3,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,50,50,,,la fortuna,Tolima,GUAMO,,73319023,Fedearroz 67,1,Matched (3)
ES1017,1,2,triple 18,nitroesten,,,,Triple 18,NITRO XTEND® 46 N,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,100,100,,,,la fortuna,Tolima,GUAMO,,73319023,Fedearroz 67,1,Matched (3)
ES1017,1,3,triple 18,triple 18,,,,Triple 18,Triple 18,,,,1,2,,,,2,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,18,,,,18,18,,,,7,7,,,,0,0,,,,11,11,,,,18,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,3,,,,,,100,150,,,,la fortuna,Tolima,GUAMO,,73319023,Fedearroz 67,1,Matched (3)
ES1017,1,4,nitroesten,triple 18,sulfato de amonio,,,NITRO XTEND® 46 N,Triple 18,Sulfato de Amonio,,,1,2,3,,,2,3,2,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,4,,,,,,100,150,100,,,la fortuna,Tolima,GUAMO,,73319023,Fedearroz 67,1,Matched (3)
ES1019,2,1,triplr 18,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,100,,,,,paseo 2,Tolima,GUAMO,,73319022,Clear Field,1,Matched (3)
ES1019,2,2,fases 3,triple 18,,,,(Nutrimon) Ecofertil fase 3,Triple 18,,,,1,2,,,,1,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,2,,,,,,50,100,,,,paseo 2,Tolima,GUAMO,,73319022,Clear Field,1,Matched (3)
ES1019,2,3,urea,triple 18,,,,Urea,Triple 18,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,18,,,,46,18,,,,0,7,,,,0,0,,,,46,11,,,,0,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,3,,,,,,100,100,,,,paseo 2,Tolima,GUAMO,,73319022,Clear Field,1,Matched (3)
ES1020,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,santa rita,Tolima,GUAMO,,73319022,Cálida ,14,Matched (3)
ES1020,1,2,elementos menores,,,,,Fertilizante menores,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,ARROCERO,,,,,2,,,,,,200,,,,,santa rita,Tolima,GUAMO,,73319022,Cálida ,14,Matched (3)
ES1020,1,3,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,200,,,,,santa rita,Tolima,GUAMO,,73319022,Cálida ,14,Matched (3)
ES1020,1,4,mezcla de potacio sufato y kcl y urea,,,,,Urea,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,200,,,,,santa rita,Tolima,GUAMO,,73319022,Cálida ,14,Matched (3)
ES1020,1,5,amidas,,,,,YaraVera AMIDAS,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,200,,,,,santa rita,Tolima,GUAMO,,73319022,Cálida ,14,Matched (3)
ES1021,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,lota 1,Tolima,GUAMO,,73319022,Fedearroz ibis,15,Matched (3)
ES1021,1,2,nitramit,,,,,YaraVera Nitramid,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,34,,,,,.5,,,,,5.8,,,,,27.7,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,2,,,,,,150,,,,,lota 1,Tolima,GUAMO,,73319022,Fedearroz ibis,15,Matched (3)
ES1021,1,3,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,150,,,,,lota 1,Tolima,GUAMO,,73319022,Fedearroz ibis,15,Matched (3)
ES1021,1,4,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,,,lota 1,Tolima,GUAMO,,73319022,Fedearroz ibis,15,Matched (3)
ES1021,1,5,nitramit,,,,,YaraVera Nitramid,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,34,,,,,.5,,,,,5.8,,,,,27.7,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,150,,,,,lota 1,Tolima,GUAMO,,73319022,Fedearroz ibis,15,Matched (3)
ES1022,1,1,elementos menores,triple 18,,,,Fertilizante menores,Triple 18,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,18,,,,0,18,,,,0,7,,,,0,0,,,,0,11,,,,3,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,ARROCERO,NUTRIMON,,,,1,,,,,,100,50,,,,el campamento,Tolima,ESPINAL,,73268004,Fedearroz 67,17,Matched (3)
ES1022,1,2,triple 18,elementos menores,,,,Triple 18,Fertilizante menores,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,0,,,,7,0,,,,0,0,,,,11,0,,,,18,3,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,ARROCERO,,,,2,,,,,,100,100,,,,el campamento,Tolima,ESPINAL,,73268004,Fedearroz 67,17,Matched (3)
ES1022,1,3,activa 3,pase 3,,,,Balance Mix - Active 3,(Nutrimon) Ecofertil fase 3,,,,1,2,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,75,75,,,,el campamento,Tolima,ESPINAL,,73268004,Fedearroz 67,17,Matched (3)
ES1022,1,4,fase 3,activa 3,,,,(Nutrimon) Ecofertil fase 3,Balance Mix - Active 3,,,,1,2,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,75,75,,,,el campamento,Tolima,ESPINAL,,73268004,Fedearroz 67,17,Matched (3)
ES1023,1,1,triple 18,triple 18,,,,Triple 18,Triple 18,,,,1,2,,,,3.5,3.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,18,,,,18,18,,,,7,7,,,,0,0,,,,11,11,,,,18,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,1,,,,,,175,175,,,,caño fistolo,Tolima,GUAMO,,73319040,Fedearroz 2020,8,Matched (3)
ES1023,1,2,sulfato de amonio,urea,,,,Sulfato de Amonio,Urea,,,,1,2,,,,4,4,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,2,,,,,,200,200,,,,caño fistolo,Tolima,GUAMO,,73319040,Fedearroz 2020,8,Matched (3)
ES1023,1,3,fase tres,sulfato de amonio,,,,(Nutrimon) Ecofertil fase 3,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,100,100,,,,caño fistolo,Tolima,GUAMO,,73319040,Fedearroz 2020,8,Matched (3)
ES1023,1,4,nitroesteno,sulfato de amonio,,,,NITRO XTEND® 46 N,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,100,100,,,,caño fistolo,Tolima,GUAMO,,73319040,Fedearroz 2020,8,Matched (3)
ES1024,1,1,triple 18,fase 3,,,,Triple 18,(Nutrimon) Ecofertil fase 3,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,100,100,,,,cortijo,Tolima,ESPINAL,,73268026,Fedearroz 67,10,Matched (3)
ES1024,1,2,sulfato de amonio,triple 18,,,,Sulfato de Amonio,Triple 18,,,,1,2,,,,2,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,2,,,,,,100,150,,,,cortijo,Tolima,ESPINAL,,73268026,Fedearroz 67,10,Matched (3)
ES1024,1,3,sulfato de amonio,cloruro,urea,,,Sulfato de Amonio,KCl,Urea,,,1,2,3,,,2,2,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,3,,,,,,100,100,50,,,cortijo,Tolima,ESPINAL,,73268026,Fedearroz 67,10,Matched (3)
ES1024,1,4,cloruro,fase 3,,,,KCl,(Nutrimon) Ecofertil fase 3,,,,1,2,,,,2,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,100,150,,,,cortijo,Tolima,ESPINAL,,73268026,Fedearroz 67,10,Matched (3)
ES1025,1,1,urea,,,,,Urea,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,primavera,Tolima,GUAMO,,99,Tana,6,Matched (3)
ES1025,1,2,sulfato de amonio,,,,,Sulfato de Amonio,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,150,,,,,primavera,Tolima,GUAMO,,99,Tana,6,Matched (3)
ES1025,1,3,nutresten,,,,,NITRO XTEND® 46 N,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,150,,,,,primavera,Tolima,GUAMO,,99,Tana,6,Matched (3)
