,ID,DDE,Apli_Event,Index,Sow_Area,ModNamProd,Fert_Quant,Unit,Other_uni,Equiv_uni,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,Fert,Fert_type,Fert_type2,Qtity_L_ha,Qtity_Kl_ha,Location_1,Location_2,Variety,,,
2423,RS3030,12,1,1,28,Nutrisoil Nitrobalance 10-26-26-2(S),3,5,NA,50,26,10,10,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,2,1,,,
2429,RS3031,20,1,1,16,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,9,1,,,
2477,RS3034,60,4,1,22,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2486,RS3036,10,1,3,1.5,DISAN Siembra 7-35-12-2(Mg)-2(S),3,5,NA,50,12,7,7,0,0,35,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2487,RS3036,30,2,1,1.5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2495,RS3037,15,1,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2497,RS3037,15,1,3,4,Cloruro de Potasio,3,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2498,RS3037,30,2,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2513,RS3038,75,5,1,9,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,3,,,
2514,RS3039,20,1,1,6,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,15,5,,,
2518,RS3039,30,2,1,6,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,15,5,,,
2525,RS3040,50,4,1,5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,4,,,
2529,RS3040,8,1,2,5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,4,,,
2531,RS3040,8,1,4,5,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,4,,,
2536,RS3041,60,3,1,5,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2537,RS3041,70,4,1,5,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2551,RS3042,75,5,1,5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2571,RS3044,32,2,2,18,Potazinc,150,1,NA,NA,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2606,RS3047,42,2,1,5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,2,12,,,
2656,RS3051,75,5,1,14,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,2,1,,,
2658,RS3052,15,1,1,8,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,2,8,,,
2668,RS3052,60,4,1,8,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,2,8,,,
2676,RS3053,45,3,1,15,Embajador KS,3,5,NA,50,18,20,10.88,9.12,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,3,7,,,
2680,RS3054,15,1,1,5,Nutri Inicio,3,5,NA,50,12,10,10,0,0,30,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2681,RS3054,30,2,1,5,Ecofertil 10-20-30,3,5,NA,50,30,10,4,0,6,20,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2683,RS3054,60,4,1,5,Produccion,3,5,NA,50,18,17,10.4,6.6,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2718,RS3057,55,4,1,5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,15,12,,,
2754,RS3061,15,1,1,9,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,8,,,
2755,RS3061,30,2,1,9,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,8,,,
2756,RS3061,45,3,1,9,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,8,,,
2757,RS3061,60,4,1,9,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,8,,,
2758,RS3061,75,5,1,9,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,8,,,
2760,RS3062,26,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,5,,,
2780,RS3063,70,5,1,4,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2781,RS3063,70,5,2,4,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,1,,,
2793,RS3064,62,4,1,7,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,3,,,
2799,RS3065,30,2,1,12,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,20,,,
2804,RS3065,60,4,1,12,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,20,,,
2843,RS3143,60,4,1,3.5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,10,4,,,
829,ES1052,50,4,1,5,Produccion,4,5,NA,40,18,17,10.4,6.6,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,160,1,2,5,,,
2042,NR10011,15,1,1,1,Triple 18,4,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,160,1,13,3,,,
224,DS4032,55,4,1,1.5,Cloruro de Potasio,3.3,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,165,1,10,1,,,
225,DS4032,80,5,1,1.5,Sulfato de amonio 21-0-0-24,3.3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,165,1,10,1,,,
178,DS4027,10,1,1,9,Urea,3.4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,170,1,11,4,,,
2456,RS3033,20,1,1,10,Urea,170,1,NA,NA,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,170,1,5,9,,,
1455,LG8029,40,3,1,1.5,Urea,3,5,NA,58,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,174,1,13,14,,,
140,DS4024,10,1,1,3.5,FertiCrop Arroz Siembra 11-22-12+3MgO+3S,3.5,5,NA,50,12,11,8.6,0,2.39,22,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,11,15,,,
141,DS4024,10,1,2,3.5,Desarrollo,3.5,5,NA,50,5,30,8,0,22,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,11,15,,,
147,DS4024,55,4,1,3.5,Desarrollo,3.5,5,NA,50,5,30,8,0,22,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,11,15,,,
197,DS4029,20,1,1,7,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,5,5,,,
274,DS4038,42,3,1,14,Ecofertil Fase 3,3.5,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,10,8,,,
598,ES1023,1,1,1,8,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,7,5,,,
599,ES1023,1,1,2,8,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,7,5,,,
1044,ES1074,22,1,1,14,FertiCROP Arroz Desarrollo,3.5,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,9,1,,,
1602,LG8049,65,4,1,1.7,YaraVera AMIDAS,3.5,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,14,14,,,
1717,MR9006,5,1,1,5,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,7,,,
1855,MR9029,27,2,1,15.75,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,7,,,
1859,MR9030,25,1,1,1.5,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,1,,,
1860,MR9030,40,2,1,1.5,Ecofertil Fase 3,3.5,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,1,,,
1861,MR9030,55,3,1,1.5,Nitro Xtend XP 46N,3.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,1,,,
1862,MR9030,63,4,1,1.5,Nitrovit,3.5,5,NA,50,0,27,6.53,6.53,13.94,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,175,1,13,1,,,
2127,NR10023,8,1,1,6,BALANCE MIX ACTIVE III (24-0-17-5-6),3.5,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,12,14,,,
2207,NR10034,30,2,1,12,Triple 18,3.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,14,8,,,
2289,RS3009,55,4,1,5,Nitro Xtend XP 46N,3.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,175,1,5,5,,,
2026,NR10008,15,1,1,9,Triple 18,3,5,NA,60,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,14,7,,,
2029,NR10008,30,2,2,9,Triple 18,3,5,NA,60,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,14,7,,,
2030,NR10008,45,3,1,9,Ecofertil Fase 3,3,5,NA,60,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,14,7,,,
2031,NR10008,60,4,1,9,YaraVera AMIDAS,3,5,NA,60,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,14,7,,,
2241,RS3001,32,3,1,5,Triple 18,3.6,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,5,1,,,
2242,RS3001,47,4,1,5,Triple 18,3.6,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,180,1,5,1,,,
1680,MR9001,15,1,1,1.5,Urea,3,5,NA,62,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,186,1,13,1,,,
1681,MR9001,30,2,1,1.5,Sulfato de amonio 21-0-0-24,3,5,NA,62,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,186,1,13,1,,,
2025,NR10007,80,4,1,2,YaraVera AMIDAS,3,5,NA,62,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,186,1,13,14,,,
657,ES1032,10,1,1,18,Ferti Hierro,3,5,NA,62.5,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,187.5,1,11,1,,,
1139,ES1081,15,2,4,13,Fertilizante menores,3.846153846,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,192.3076935,1,11,11,,,
1203,GV5013,45,3,2,13,Sulfato de amonio 21-0-0-24,3.846153846,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,192.3076935,1,5,1,,,
1,DS4001,10,1,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
3,DS4001,25,2,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
4,DS4001,40,3,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
5,DS4001,55,4,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
6,DS4001,70,5,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
16,DS4004,15,1,1,1.15,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,12,,,
18,DS4004,23,2,1,1.15,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,12,,,
19,DS4004,23,2,2,1.15,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,12,,,
29,DS4005,45,3,1,18,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
32,DS4006,20,1,1,5.7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
53,DS4010,10,1,1,32,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
54,DS4010,25,2,1,32,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
55,DS4010,40,3,1,32,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
60,DS4012,10,1,1,7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
61,DS4012,25,2,1,7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
62,DS4012,40,3,1,7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
63,DS4012,55,4,1,7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
64,DS4014,15,1,1,1,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
65,DS4014,25,2,1,1,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
66,DS4014,35,3,1,1,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
68,DS4014,35,3,3,1,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
69,DS4014,60,4,1,1,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
95,DS4018,30,1,1,2.25,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,12,,,
96,DS4018,45,2,1,2.25,Produccion,4,5,NA,50,18,17,10.4,6.6,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,12,,,
103,DS4019,30,2,1,5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,5,,,
107,DS4020,15,1,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
108,DS4020,30,2,1,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
109,DS4020,45,3,1,1.5,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
123,DS4022,20,1,1,11,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,5,,,
127,DS4022,44,3,1,11,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,5,,,
150,DS4025,23,2,1,4,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
151,DS4025,23,2,2,4,Nitro Xtend XP 46N,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
152,DS4025,38,3,1,4,Nitrosmart,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
153,DS4025,38,3,2,4,Cloruro de Potasio,4,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
154,DS4025,38,3,3,4,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
155,DS4025,52,4,1,4,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
156,DS4025,52,4,2,4,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
157,DS4025,52,4,3,4,Cloruro de Potasio,4,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
158,DS4025,70,5,1,4,Cloruro de Potasio,4,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
159,DS4025,70,5,2,4,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
161,DS4025,8,1,2,4,Triple 15,4,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
183,DS4027,18,2,1,9,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,11,4,,,
192,DS4028,15,1,1,7,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
193,DS4028,30,2,1,7,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
194,DS4028,45,3,1,7,Ecofertil Fase 3,4,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
204,DS4030,35,2,1,4,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,4,,,
218,DS4032,12,1,1,1.5,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,1,,,
219,DS4032,12,1,2,1.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,1,,,
230,DS4034,35,2,1,3,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,12,,,
248,DS4036,20,1,1,5,Urea,4,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,7,,,
259,DS4037,30,1,1,5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,1,,,
294,DS4041,25,1,1,4,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,5,,,
295,DS4041,40,2,1,4,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,5,,,
296,DS4041,40,2,2,4,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,5,,,
314,DS4044,25,2,1,17,YaraMila RAFOS,4,5,NA,50,12,12,8.88,3.2,0,24,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,2,1,,,
371,DS4049,25,2,1,9,BALANCE MIX ACTIVE III (24-0-17-5-6),4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,2,12,,,
373,DS4049,40,3,1,9,BALANCE MIX ACTIVE III (24-0-17-5-6),4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,2,12,,,
374,DS4049,55,4,1,9,BALANCE MIX ACTIVE III (24-0-17-5-6),4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,2,12,,,
389,DS4051,25,2,1,8,Balance Mix Active III,4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,3,1,,,
390,DS4051,40,3,1,8,Balance Mix Active III,4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,3,1,,,
392,DS4052,20,1,1,5.5,Fase 1,4,5,NA,50,1.7,4,0,4,0,4.5,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,1,,,
393,DS4052,30,2,1,5.5,Ecofertil 10-20-30,4,5,NA,50,30,10,4,0,6,20,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,1,,,
429,DS4056,12,1,1,2.5,YaraMila RAFOS,4,5,NA,50,12,12,8.88,3.2,0,24,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,1,1,,,
442,DS4057,12,1,1,1,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,10,5,,,
467,DS4111,4,1,1,60,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
466,DS4111,25,2,1,60,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
468,DS4111,55,3,1,60,BALANCE MIX ACTIVE III (24-0-17-5-6),4,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
523,ES1011,15,1,1,3.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
524,ES1011,15,1,2,3.5,Sulfato de amonio 21-0-0-24,4,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
525,ES1011,30,2,1,3.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
526,ES1011,40,3,1,3.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,1,,,
534,ES1012,5,1,1,3.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,18,,,
529,ES1012,13,2,1,3.5,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,18,,,
545,ES1014,24,2,1,1.25,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,5,5,,,
552,ES1015,10,1,1,2,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
553,ES1015,22,2,1,2,Triple 18,4,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,200,1,7,1,,,
