,ID,Fert_event,Triple 18,Urea,Sulfato de Amonio,Ecofertil fase 3,Cloruro de Potasio,YaraVera AMIDAS,NITRO XTENDÂ® 46 N,Patentkali,Fertilizantes menores,Nutrimon,DAP 18-46-0
683,LG8040,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,LG8041,1,NA,200,NA,NA,50,NA,NA,NA,150,NA,NA
685,LG8041,2,NA,150,NA,NA,50,NA,NA,NA,150,NA,NA
686,LG8041,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
687,LG8041,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
688,LG8042,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,LG8042,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,LG8042,3,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA
691,LG8042,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
692,LG8043,1,NA,50,50,NA,50,NA,NA,NA,NA,NA,50
693,LG8043,2,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
694,LG8043,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,LG8043,4,NA,50,NA,NA,NA,50,NA,NA,NA,NA,NA
696,LG8044,1,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,LG8044,2,NA,NA,100,NA,NA,NA,100,NA,NA,NA,NA
698,LG8044,3,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,LG8045,1,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
700,LG8045,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,LG8045,3,100,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
702,LG8045,4,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
703,LG8045,5,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
704,LG8046,1,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,LG8046,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,LG8046,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,LG8046,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,LG8047,1,NA,NA,50,NA,NA,NA,100,NA,NA,NA,50
709,LG8047,2,NA,NA,50,50,NA,NA,100,NA,NA,NA,NA
710,LG8047,3,NA,NA,NA,50,NA,NA,50,NA,NA,NA,NA
711,LG8048,1,150,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
712,LG8048,4,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
713,LG8049,1,125,75,NA,NA,NA,NA,NA,NA,50,NA,NA
714,LG8049,2,125,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,LG8049,3,NA,75,NA,NA,50,NA,50,NA,NA,NA,NA
716,LG8049,4,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
717,LG8050,1,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,LG8050,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,LG8050,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
720,LG8050,4,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
721,LG8051,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
722,LG8051,2,NA,NA,50,NA,NA,NA,75,NA,NA,NA,NA
723,LG8051,3,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA
724,LG8051,4,NA,NA,NA,NA,NA,75,NA,50,NA,NA,NA
725,LG8052,1,150,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
726,LG8052,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,LG8053,1,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
728,LG8053,2,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
729,LG8053,3,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA
730,LG8053,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
731,LG8054,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,LG8054,2,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,LG8054,3,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,LG8055,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,LG8055,2,NA,50,50,NA,100,NA,NA,NA,NA,NA,NA
736,LG8055,3,NA,50,NA,NA,50,NA,50,NA,NA,NA,NA
737,LG8055,4,NA,50,NA,NA,NA,NA,100,NA,NA,NA,NA
738,LG8056,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,LG8056,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
740,LG8057,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,LG8057,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,LG8059,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,LG8059,2,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
744,LG8060,1,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA
745,LG8060,2,NA,NA,50,NA,NA,NA,100,NA,NA,NA,NA
746,LG8060,3,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA
747,LG8060,4,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
748,LG8061,1,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA
749,LG8061,2,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA
750,LG8061,3,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,MR9001,1,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,MR9001,2,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA
753,MR9002,1,300,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
754,MR9002,2,300,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
755,MR9003,1,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,MR9003,2,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,MR9003,3,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,MR9003,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,MR9004,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,MR9004,2,50,25,50,NA,NA,NA,NA,NA,NA,NA,NA
761,MR9004,3,50,25,50,NA,NA,NA,NA,NA,NA,NA,NA
762,MR9004,4,NA,NA,NA,NA,NA,NA,75,75,NA,NA,NA
763,MR9005,1,50,50,NA,NA,NA,NA,NA,NA,NA,100,NA
764,MR9005,2,50,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
765,MR9005,3,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,MR9006,1,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,MR9006,2,NA,NA,25,NA,NA,NA,NA,50,NA,NA,NA
768,MR9006,3,NA,NA,50,NA,NA,NA,100,50,NA,NA,NA
769,MR9006,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
770,MR9007,1,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,MR9007,2,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,MR9007,3,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,MR9008,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,MR9008,2,250,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
775,MR9008,4,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA
776,MR9010,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,MR9010,2,250,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
778,MR9011,1,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,MR9011,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,MR9011,3,50,50,NA,50,NA,NA,NA,NA,NA,NA,NA
781,MR9011,4,50,NA,NA,50,NA,NA,NA,NA,50,NA,NA
782,MR9012,1,50,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
783,MR9012,2,50,NA,25,NA,12.5,NA,NA,NA,NA,NA,NA
784,MR9012,3,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
785,MR9012,4,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA
786,MR9013,1,50,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
787,MR9013,2,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
788,MR9013,3,NA,NA,50,NA,NA,NA,75,NA,NA,NA,NA
789,MR9015,1,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,MR9015,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,MR9015,3,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA
792,MR9016,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,MR9016,2,200,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
794,MR9016,3,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA
795,MR9016,4,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA
796,MR9017,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,MR9017,2,150,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
798,MR9017,3,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
799,MR9017,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
800,MR9018,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,MR9018,2,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
802,MR9018,3,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
803,MR9018,4,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
804,MR9019,1,100,100,100,NA,50,NA,NA,NA,NA,NA,NA
805,MR9019,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
806,MR9019,3,100,100,50,NA,50,NA,NA,NA,NA,NA,NA
807,MR9019,4,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
808,MR9020,1,200,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
809,MR9020,2,200,NA,50,NA,NA,NA,100,NA,NA,NA,NA
810,MR9021,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,MR9021,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
812,MR9021,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
813,MR9022,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,MR9023,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
815,MR9023,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
816,MR9023,4,NA,NA,NA,NA,NA,100,50,NA,NA,NA,NA
817,MR9024,1,150,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
818,MR9024,2,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,MR9024,4,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA
820,MR9025,1,200,NA,50,NA,NA,NA,50,NA,NA,NA,NA
821,MR9025,2,200,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
822,MR9025,3,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
823,MR9025,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
824,MR9026,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,MR9026,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,MR9026,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,MR9027,1,100,50,100,NA,NA,NA,NA,NA,NA,NA,NA
828,MR9027,2,100,50,100,NA,NA,NA,NA,NA,NA,NA,NA
829,MR9027,3,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA
830,MR9028,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,MR9028,2,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA
832,MR9028,3,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
833,MR9029,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,MR9029,2,175,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,MR9029,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
836,MR9030,1,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,MR9030,2,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA
838,MR9030,3,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA
839,MR9031,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,MR9031,2,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
841,MR9031,3,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
842,MR9031,4,100,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
843,MR9032,2,NA,150,NA,NA,50,NA,NA,NA,NA,NA,NA
844,MR9032,3,150,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
845,MR9033,1,100,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
846,MR9033,2,50,NA,50,NA,NA,NA,50,NA,NA,NA,NA
847,MR9033,3,50,NA,NA,50,NA,NA,50,NA,NA,NA,NA
848,MR9034,1,150,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
849,MR9034,2,150,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
850,MR9034,3,150,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
851,MR9034,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,MR9035,1,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,MR9035,2,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,MR9035,3,200,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
855,MR9035,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,MR9036,1,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,MR9036,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,MR9037,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,MR9037,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,MR9037,3,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,MR9037,4,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,MR9038,1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,MR9038,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,MR9038,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,MR9038,4,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,MR9039,1,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
867,MR9039,2,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
868,MR9039,3,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA
869,MR9039,4,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA
870,MR9040,1,150,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
871,MR9040,2,50,NA,50,NA,NA,NA,50,NA,NA,NA,NA
872,MR9040,3,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
873,MR9040,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,MR9041,1,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
875,MR9041,2,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
876,MR9041,3,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
877,MR9041,4,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
878,MR9042,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,MR9042,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,MR9042,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,MR9043,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,MR9044,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,MR9044,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,MR9044,3,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
885,MR9045,1,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,MR9045,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
887,MR9045,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
888,MR9046,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,MR9046,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,MR9046,3,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
891,MR9046,4,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,MR9046,5,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
893,MR9047,1,250,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,MR9047,2,250,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,MR9047,3,NA,50,NA,NA,NA,NA,150,NA,NA,NA,NA
896,MR9047,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
897,MR9048,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,MR9048,2,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
899,MR9048,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,MR9048,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
901,NR10002,1,250,NA,200,NA,NA,NA,250,NA,NA,NA,NA
902,NR10002,2,250,NA,200,NA,NA,NA,250,NA,NA,NA,NA
903,NR10002,4,NA,NA,NA,NA,200,NA,250,NA,NA,NA,NA
904,NR10003,2,41.5,NA,41.5,NA,NA,NA,41.5,NA,NA,NA,NA
905,NR10003,3,NA,NA,NA,NA,41.5,NA,41.5,NA,NA,NA,NA
906,NR10004,3,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
907,NR10004,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
908,NR10004,5,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA
909,NR10005,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NR10005,2,250,NA,500,NA,NA,NA,NA,NA,NA,NA,NA
911,NR10005,3,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
912,NR10005,4,NA,500,NA,NA,NA,500,NA,NA,NA,NA,NA
913,NR10006,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NR10006,2,NA,NA,75,NA,NA,NA,150,NA,NA,NA,NA
915,NR10006,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
916,NR10006,4,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NR10007,2,NA,124,NA,124,NA,NA,NA,NA,NA,NA,NA
918,NR10007,3,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NR10007,4,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA
920,NR10008,1,180,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
921,NR10008,2,180,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
922,NR10008,3,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA
923,NR10008,4,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA
924,NR10009,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,NR10009,2,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,NR10009,3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,NR10009,4,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
928,NR10010,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,NR10010,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,NR10010,3,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA
931,NR10010,4,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA
932,NR10011,1,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,NR10011,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,NR10011,3,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,NR10012,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,NR10012,2,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
937,NR10012,3,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
938,NR10013,1,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,NR10013,2,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,NR10013,3,NA,100,NA,75,NA,NA,NA,NA,NA,NA,NA
941,NR10013,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,NR10014,1,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
943,NR10014,2,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,NR10015,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,NR10015,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,NR10015,3,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
947,NR10015,4,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
948,NR10016,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,NR10016,2,NA,NA,50,50,50,NA,NA,NA,NA,NA,NA
950,NR10016,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
951,NR10016,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
952,NR10017,1,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA
953,NR10017,2,NA,NA,NA,100,NA,50,NA,NA,NA,NA,NA
954,NR10017,3,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
955,NR10018,1,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
956,NR10018,2,50,50,NA,50,NA,NA,NA,NA,NA,NA,NA
957,NR10018,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,NR10018,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,NR10019,1,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
960,NR10019,2,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
961,NR10019,3,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
962,NR10020,1,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
963,NR10020,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,NR10020,3,NA,50,NA,50,50,NA,NA,NA,NA,NA,NA
965,NR10020,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,NR10021,1,50,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
967,NR10021,2,75,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
968,NR10021,3,75,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
969,NR10021,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
970,NR10022,1,100,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
971,NR10022,2,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
972,NR10023,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
973,NR10024,1,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,NR10024,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,NR10024,3,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,NR10024,4,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA
977,NR10025,1,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA
978,NR10025,2,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA
979,NR10025,3,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,NR10025,4,NA,NA,NA,NA,100,NA,50,NA,NA,NA,NA
981,NR10026,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,NR10026,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,NR10026,4,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA
984,NR10027,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,NR10027,2,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
986,NR10027,3,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
987,NR10028,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,NR10028,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,NR10028,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,NR10028,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,NR10029,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,NR10029,2,NA,50,NA,100,NA,NA,NA,NA,NA,NA,NA
993,NR10029,3,NA,50,NA,100,NA,NA,NA,NA,NA,NA,NA
994,NR10029,4,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
995,NR10030,1,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,NR10030,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,NR10030,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,NR10031,2,NA,50,25,NA,50,NA,NA,NA,NA,NA,NA
999,NR10031,3,NA,75,25,NA,NA,NA,NA,NA,NA,NA,NA
1000,NR10031,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
1001,NR10032,1,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1002,NR10032,2,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1003,NR10032,3,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,NR10032,4,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA
1005,NR10033,1,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,NR10033,2,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA
1007,NR10033,3,NA,NA,NA,NA,50,50,NA,NA,NA,NA,50
1008,NR10033,4,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1009,NR10034,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NR10034,2,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NR10035,1,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA
1012,NR10035,2,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
1013,NR10035,3,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1014,NR10036,1,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,NR10036,2,150,25,25,NA,NA,NA,NA,NA,NA,NA,NA
1016,NR10036,3,NA,50,NA,100,NA,NA,NA,NA,NA,NA,NA
1017,NR10036,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1018,NR10037,1,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
1019,NR10037,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,NR10037,3,0.907184,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
1021,NR10037,4,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA
1022,NR10038,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,NR10038,3,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1024,RS3001,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
