,ID,Fert_event,Triple 18,Urea,Sulfato de Amonio,Ecofertil fase 3,Cloruro de Potasio,YaraVera AMIDAS,NITRO XTENDÂ® 46 N,Patentkali,Fertilizantes menores,Nutrimon,DAP 18-46-0
337,ES1034,4,50,50,NA,NA,75,NA,NA,NA,NA,NA,NA
338,ES1034,5,NA,NA,NA,NA,100,NA,50,NA,NA,NA,NA
339,ES1036,1,NA,NA,100,NA,50,NA,NA,NA,NA,NA,25
340,ES1036,2,NA,NA,25,NA,75,NA,NA,NA,NA,NA,25
341,ES1036,3,NA,50,50,NA,25,NA,NA,NA,NA,NA,25
342,ES1036,4,NA,50,50,NA,25,NA,NA,NA,NA,NA,25
343,ES1036,5,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
344,ES1037,1,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA
345,ES1037,2,NA,125,50,NA,50,NA,NA,NA,NA,NA,NA
346,ES1037,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
347,ES1037,4,NA,75,50,NA,50,NA,NA,NA,NA,NA,NA
348,ES1037,5,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
349,ES1038,2,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
350,ES1038,3,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,ES1038,4,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,ES1039,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,ES1039,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,ES1039,3,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,ES1039,4,NA,50,102.5641026,NA,NA,NA,NA,NA,NA,NA,NA
356,ES1040,1,NA,50,150,NA,NA,NA,NA,NA,NA,NA,NA
357,ES1040,2,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
358,ES1040,3,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,ES1040,4,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
360,ES1041,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,ES1041,2,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,ES1041,3,NA,62.5,100,NA,NA,NA,NA,NA,NA,NA,NA
363,ES1041,4,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
364,ES1043,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,ES1043,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,ES1043,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,ES1043,4,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,ES1043,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,ES1044,1,NA,62.5,50,NA,50,NA,NA,NA,NA,NA,NA
370,ES1044,2,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,ES1044,3,50,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
372,ES1044,4,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
373,ES1044,5,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
374,ES1045,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,ES1045,3,NA,NA,NA,303.7974684,NA,NA,NA,NA,NA,NA,NA
376,ES1045,4,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
377,ES1045,5,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,ES1046,1,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,ES1046,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,ES1046,3,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
381,ES1046,4,NA,50,100,NA,50,NA,NA,NA,NA,NA,NA
382,ES1046,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,ES1048,1,50,100,NA,NA,50,NA,NA,NA,NA,NA,NA
384,ES1048,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,ES1048,3,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
386,ES1048,4,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA
387,ES1048,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,ES1050,1,100,200,NA,NA,25,NA,NA,NA,NA,NA,NA
389,ES1050,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,ES1050,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
391,ES1050,4,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,ES1051,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,ES1051,2,NA,50,150,NA,NA,NA,NA,NA,NA,NA,NA
394,ES1051,3,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
395,ES1051,4,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA
396,ES1051,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,ES1052,1,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
398,ES1052,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
399,ES1052,3,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,ES1052,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,ES1053,1,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
402,ES1053,2,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
403,ES1053,3,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
404,ES1053,4,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
405,ES1054,1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,ES1054,2,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
407,ES1054,3,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA
408,ES1054,4,NA,NA,75,NA,75,NA,NA,NA,NA,NA,NA
409,ES1055,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,ES1055,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
411,ES1055,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
412,ES1055,4,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA
413,ES1055,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,ES1056,1,NA,50,50,NA,NA,NA,NA,NA,40,NA,NA
415,ES1056,2,50,50,50,NA,50,NA,NA,NA,NA,NA,NA
416,ES1056,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
417,ES1056,4,NA,150,NA,NA,50,NA,NA,NA,NA,NA,NA
418,ES1057,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,ES1057,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,ES1057,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
421,ES1057,4,NA,50,100,NA,NA,NA,NA,NA,NA,NA,NA
422,ES1057,5,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,ES1058,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,ES1058,2,100,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,ES1058,3,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,ES1058,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,ES1058,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,ES1059,1,NA,NA,NA,50,NA,NA,NA,NA,100,NA,NA
429,ES1059,2,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA
430,ES1059,3,50,100,50,NA,100,NA,NA,NA,NA,NA,NA
431,ES1059,4,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
432,ES1059,5,NA,200,0,NA,0,NA,NA,NA,NA,NA,NA
433,ES1060,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,ES1060,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
435,ES1060,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
436,ES1060,4,NA,100,25,NA,25,NA,NA,NA,NA,NA,NA
437,ES1060,5,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,ES1061,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,ES1061,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
440,ES1061,3,NA,100,50,NA,62.5,NA,NA,NA,NA,NA,NA
441,ES1061,4,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
442,ES1062,1,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
443,ES1062,2,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
444,ES1062,3,NA,75,25,NA,25,NA,NA,NA,NA,NA,NA
445,ES1062,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,ES1063,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,ES1063,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,ES1063,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
449,ES1063,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,ES1063,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,ES1064,1,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
452,ES1064,2,NA,100,NA,NA,50,NA,NA,NA,NA,NA,40
453,ES1064,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
454,ES1064,4,NA,50,25,NA,25,NA,NA,NA,NA,NA,NA
455,ES1064,5,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,ES1065,1,NA,100,NA,NA,50,NA,NA,NA,NA,NA,50
457,ES1065,2,NA,100,NA,NA,50,NA,NA,NA,NA,NA,40
458,ES1065,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
459,ES1065,4,NA,50,25,NA,25,NA,NA,NA,NA,NA,NA
460,ES1065,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,ES1066,1,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
462,ES1066,2,50,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
463,ES1066,3,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,ES1066,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
465,ES1067,1,NA,NA,NA,100,NA,NA,NA,NA,50,NA,NA
466,ES1067,2,100,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
467,ES1067,3,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
468,ES1067,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
469,ES1067,5,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
470,ES1068,1,75,NA,50,NA,25,NA,NA,NA,NA,NA,NA
471,ES1068,2,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
472,ES1068,3,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA
473,ES1068,4,50,50,NA,NA,NA,50,NA,NA,NA,NA,NA
474,ES1070,1,NA,100,NA,NA,NA,NA,NA,NA,80,NA,NA
475,ES1070,2,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
476,ES1070,3,NA,NA,NA,NA,100,NA,50,NA,NA,NA,NA
477,ES1070,4,NA,NA,NA,NA,NA,100,50,NA,NA,NA,NA
478,ES1070,5,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
479,ES1071,1,50,50,NA,NA,NA,NA,NA,NA,40,NA,NA
480,ES1071,2,50,50,NA,NA,50,NA,NA,NA,NA,NA,NA
481,ES1071,3,100,50,NA,NA,50,NA,NA,NA,NA,NA,NA
482,ES1071,4,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
483,ES1072,1,NA,75,NA,NA,NA,NA,NA,NA,10,NA,75
484,ES1072,2,NA,125,50,NA,NA,NA,NA,NA,NA,NA,NA
485,ES1072,3,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
486,ES1072,4,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,ES1073,1,NA,75,75,NA,NA,NA,NA,NA,20,NA,NA
488,ES1073,2,NA,125,50,NA,NA,NA,NA,NA,NA,NA,25
489,ES1073,3,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
490,ES1073,4,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
491,ES1073,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,ES1074,2,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
493,ES1074,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
494,ES1074,4,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,ES1074,5,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,ES1075,2,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
497,ES1075,3,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
498,ES1075,4,NA,75,50,NA,50,NA,NA,NA,NA,NA,NA
499,ES1075,5,NA,125,50,NA,NA,NA,NA,NA,NA,NA,NA
500,ES1076,1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
501,ES1076,2,NA,75,75,NA,50,NA,NA,NA,NA,NA,NA
502,ES1076,3,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
503,ES1076,4,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
504,ES1076,5,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
505,ES1077,1,NA,25,NA,NA,25,NA,NA,NA,20,NA,75
506,ES1077,2,NA,100,25,NA,25,NA,NA,NA,20,NA,NA
507,ES1077,3,NA,75,25,NA,50,NA,NA,NA,NA,NA,NA
508,ES1077,4,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
509,ES1077,5,NA,75,NA,NA,50,NA,NA,NA,NA,NA,NA
510,ES1078,1,NA,25,25,NA,NA,NA,NA,NA,20,NA,75
511,ES1078,2,NA,100,50,NA,NA,NA,NA,NA,20,NA,NA
512,ES1078,3,NA,75,50,NA,50,NA,NA,NA,NA,NA,NA
513,ES1078,4,NA,50,50,NA,NA,NA,NA,50,NA,NA,NA
514,ES1078,5,NA,50,50,NA,NA,NA,NA,50,NA,NA,NA
515,ES1080,1,NA,25,NA,NA,25,NA,NA,NA,75,NA,75
516,ES1080,2,NA,100,NA,NA,25,NA,NA,NA,25,NA,75
517,ES1080,3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,ES1080,4,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
519,ES1080,5,NA,50,50,NA,NA,NA,NA,50,NA,NA,NA
520,ES1081,1,NA,50,NA,NA,50,NA,NA,NA,50,NA,50
521,ES1081,2,NA,50,NA,NA,50,NA,NA,NA,192.3076923,NA,50
522,ES1081,3,NA,100,100,NA,50,NA,NA,NA,NA,NA,NA
523,ES1081,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,ES1081,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,GV5004,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,GV5004,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,GV5004,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,GV5004,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,GV5005,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,GV5005,2,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,GV5005,3,200,NA,NA,NA,200,NA,NA,NA,NA,NA,NA
532,GV5005,4,400,NA,NA,NA,400,NA,NA,NA,NA,NA,NA
533,GV5005,5,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
534,GV5006,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,GV5006,2,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,GV5006,3,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
537,GV5006,4,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
538,GV5006,5,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
539,GV5009,1,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
540,GV5009,2,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
541,GV5009,3,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
542,GV5012,1,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
543,GV5012,2,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
544,GV5012,3,200,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
545,GV5012,4,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
546,GV5013,1,150,250,150,NA,NA,NA,NA,NA,NA,NA,NA
547,GV5013,2,200,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
548,GV5013,3,200,NA,192.3076923,NA,NA,NA,NA,NA,50,NA,NA
549,GV5013,4,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
550,GV5013,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,GV5014,1,150,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
552,GV5014,2,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,GV5014,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,GV5014,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,GV5015,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,GV5015,2,100,NA,NA,NA,50,NA,50,NA,NA,NA,NA
557,GV5015,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
558,GV5015,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
559,GV5015,5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
560,GV5016,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
561,GV5016,5,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
562,GV5017,1,150,NA,50,NA,NA,NA,NA,NA,50,NA,NA
563,GV5017,2,100,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
564,GV5017,3,NA,50,50,150,NA,NA,NA,NA,NA,NA,NA
565,GV5017,4,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA
566,GV5018,1,150,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
567,GV5018,2,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
568,GV5018,3,NA,NA,50,150,NA,NA,NA,NA,NA,NA,NA
569,GV5018,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
570,GV5019,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,GV5019,2,50,NA,100,NA,NA,NA,NA,NA,50,NA,NA
572,GV5019,3,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
573,GV5019,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
574,GV5019,5,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,GV5020,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,GV5020,2,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
577,GV5020,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
578,GV5021,1,NA,50,50,NA,NA,NA,NA,NA,NA,NA,60
579,GV5021,2,NA,100,50,NA,25,NA,NA,NA,NA,NA,25
580,GV5021,3,NA,100,25,NA,NA,NA,NA,50,NA,NA,NA
581,GV5021,4,NA,112.5,25,NA,NA,NA,NA,40,NA,NA,NA
582,GV5021,5,NA,112.5,NA,NA,NA,NA,NA,50,NA,NA,NA
583,LG8001,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,LG8001,2,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
585,LG8001,3,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
586,LG8002,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,LG8002,2,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
588,LG8002,3,NA,NA,NA,150,NA,NA,25,NA,NA,NA,NA
589,LG8003,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,LG8003,3,100,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
591,LG8004,3,NA,29.5,32.5,NA,50,NA,NA,NA,NA,NA,NA
592,LG8004,4,NA,NA,45,NA,35,NA,NA,NA,NA,NA,NA
593,LG8005,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,LG8007,1,80,80,40,NA,NA,NA,NA,NA,NA,NA,NA
595,LG8007,2,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
596,LG8007,3,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
597,LG8007,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
598,LG8008,2,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
599,LG8008,3,NA,NA,50,150,NA,NA,NA,NA,NA,NA,NA
600,LG8009,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,LG8009,2,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,LG8009,3,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,LG8009,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
604,LG8011,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,LG8011,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,LG8011,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
607,LG8011,4,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA
608,LG8012,1,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,LG8012,2,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
610,LG8012,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
611,LG8012,4,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
612,LG8013,1,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,LG8013,2,150,NA,100,NA,100,NA,NA,NA,NA,NA,NA
614,LG8013,3,NA,NA,NA,150,NA,75,NA,NA,NA,NA,NA
615,LG8013,4,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA
616,LG8014,1,400,NA,400,NA,NA,NA,NA,NA,NA,NA,NA
617,LG8014,2,200,NA,200,NA,200,NA,NA,NA,NA,NA,NA
618,LG8014,3,200,NA,200,NA,200,NA,NA,NA,NA,NA,NA
619,LG8014,4,NA,NA,NA,NA,50,NA,100,NA,NA,NA,NA
620,LG8015,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,LG8015,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
622,LG8015,3,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
623,LG8016,2,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
624,LG8016,3,50,NA,50,50,NA,NA,NA,NA,NA,NA,NA
625,LG8020,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LG8021,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,LG8021,2,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA
628,LG8021,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,LG8021,4,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,LG8022,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,LG8022,2,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
632,LG8022,3,NA,50,NA,150,NA,NA,NA,NA,NA,NA,NA
633,LG8023,1,75,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,LG8023,2,75,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,LG8023,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
636,LG8023,4,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,LG8024,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,LG8024,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,LG8024,3,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
640,LG8024,4,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA
641,LG8025,1,150,200,150,NA,NA,NA,NA,NA,NA,NA,NA
642,LG8026,1,8,250,250,NA,NA,NA,NA,NA,NA,NA,NA
643,LG8026,2,8,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
644,LG8026,3,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA
645,LG8027,1,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,LG8027,2,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,LG8028,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,LG8028,2,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
649,LG8029,2,150,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
650,LG8029,3,NA,174,NA,NA,NA,NA,100,NA,NA,NA,NA
651,LG8029,4,NA,150,NA,NA,NA,NA,100,NA,NA,NA,NA
652,LG8030,1,200,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
653,LG8030,2,200,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
654,LG8031,1,50,NA,50,NA,NA,NA,50,NA,NA,NA,NA
655,LG8031,2,50,NA,50,NA,NA,NA,100,NA,NA,NA,NA
656,LG8031,3,50,NA,50,NA,NA,NA,100,NA,NA,NA,NA
657,LG8031,4,50,NA,50,NA,NA,NA,100,NA,NA,NA,NA
658,LG8032,1,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,LG8032,2,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,LG8032,3,300,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,LG8032,4,NA,150,NA,NA,150,NA,NA,NA,NA,NA,NA
662,LG8033,2,100,NA,100,NA,NA,NA,100,NA,NA,NA,NA
663,LG8033,3,100,NA,100,NA,NA,NA,100,NA,NA,NA,NA
664,LG8034,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,LG8034,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,LG8035,1,150,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
667,LG8035,2,150,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
668,LG8036,1,100,NA,50,NA,NA,NA,50,NA,NA,NA,NA
669,LG8036,2,100,NA,50,NA,NA,NA,50,NA,NA,NA,NA
670,LG8036,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
671,LG8036,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
672,LG8037,1,100,50,100,NA,NA,NA,NA,NA,NA,NA,NA
673,LG8037,2,125,50,50,NA,NA,NA,NA,NA,NA,NA,NA
674,LG8037,3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,LG8037,4,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
676,LG8038,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,LG8038,3,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,LG8039,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,LG8039,2,625,NA,625,NA,NA,NA,NA,NA,NA,NA,NA
680,LG8039,3,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,LG8040,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,LG8040,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
