a10,g7_1,a12,insumo_num,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,_merge,a11,a12a,a13,ax_2,f4_1,f5_1,g10_1,g10_2,g10_3,g10_4,g10_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g9_1,g9_2,g9_3,g9_4,g9_5,id_lote_g6,row,g10_c,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,cantidad_litros_ha,cantidad_kilos_ha,Tipo_Nivel_0,Tipo_Nivel_1
ES1017,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,sulfato de amonio,nitroesten,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1017,1,GUAMO,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,sulfato de amonio,nitroesten,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,Sulfato de Amonio,,,,,,,,50.0,,
ES1017,1,GUAMO,3,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,sulfato de amonio,nitroesten,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,NITRO XTEND® 46 N,,,,,,,,50.0,,
ES1017,2,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,nitroesten,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1017,2,GUAMO,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,nitroesten,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,NITRO XTEND® 46 N,,,,,,,,100.0,,
ES1017,3,GUAMO,1,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,triple 18,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1017,3,GUAMO,2,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,triple 18,triple 18,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1017,4,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,nitroesten,triple 18,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,3.0,2.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,NITRO XTEND® 46 N,,,,,,,,100.0,,
ES1017,4,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,nitroesten,triple 18,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,3.0,2.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1017,4,GUAMO,3,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,la fortuna,Fedearroz 67,1.0,nitroesten,triple 18,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,3.0,2.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Sulfato de Amonio,,,,,,,,100.0,,
ES1019,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,paseo 2,Clear Field,1.0,triplr 18,,,,,50.0,,,,,2.0,,,,,Bultos,,,,,,,,,,1.0,,,,,2,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1019,2,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319022,paseo 2,Clear Field,1.0,fases 3,triple 18,,,,50.0,50.0,,,,1.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,2,(Nutrimon) Ecofertil fase 3,,,,,,,,50.0,,
ES1019,2,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319022,paseo 2,Clear Field,1.0,fases 3,triple 18,,,,50.0,50.0,,,,1.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1019,3,GUAMO,1,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319022,paseo 2,Clear Field,1.0,urea,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1019,3,GUAMO,2,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319022,paseo 2,Clear Field,1.0,urea,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1020,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,santa rita,Cálida ,14.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
ES1020,2,GUAMO,1,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,santa rita,Cálida ,14.0,elementos menores,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,200.0,Fertilizante edafico,Fertilizante quimico
ES1020,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319022,santa rita,Cálida ,14.0,fase 3,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,200.0,,
ES1020,4,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,santa rita,Cálida ,14.0,mezcla de potacio sufato y kcl y urea,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,200.0,Fertilizante edafico,Fertilizante quimico
ES1020,5,GUAMO,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,santa rita,Cálida ,14.0,amidas,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,YaraVera AMIDAS,0.0,40.0,5.0,0.0,35.0,0.0,,200.0,Fertilizante edafico,Fertilizante quimico
ES1021,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,lota 1,Fedearroz ibis,15.0,triple 18,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1021,2,GUAMO,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,lota 1,Fedearroz ibis,15.0,nitramit,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,YaraVera Nitramid,0.0,34.0,0.5,5.8,27.7,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1021,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319022,lota 1,Fedearroz ibis,15.0,fase 3,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,150.0,,
ES1021,4,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319022,lota 1,Fedearroz ibis,15.0,fase 3,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,150.0,,
ES1021,5,GUAMO,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319022,lota 1,Fedearroz ibis,15.0,nitramit,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,YaraVera Nitramid,0.0,34.0,0.5,5.8,27.7,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1022,1,ESPINAL,1,ARROCERO,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,elementos menores,triple 18,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1022,1,ESPINAL,2,ARROCERO,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,elementos menores,triple 18,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1022,2,ESPINAL,1,NUTRIMON,ARROCERO,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,triple 18,elementos menores,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1022,2,ESPINAL,2,NUTRIMON,ARROCERO,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,triple 18,elementos menores,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1022,3,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,activa 3,pase 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Balance Mix - Active 3,,,,,,,,75.0,,
ES1022,3,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,activa 3,pase 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,75.0,,
ES1022,4,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,fase 3,activa 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,75.0,,
ES1022,4,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268004,el campamento,Fedearroz 67,17.0,fase 3,activa 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,Balance Mix - Active 3,,,,,,,,75.0,,
ES1023,1,GUAMO,1,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,triple 18,triple 18,,,,50.0,50.0,,,,3.5,3.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,175.0,Fertilizante edafico,Fertilizante quimico
ES1023,1,GUAMO,2,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,triple 18,triple 18,,,,50.0,50.0,,,,3.5,3.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,175.0,Fertilizante edafico,Fertilizante quimico
ES1023,2,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,sulfato de amonio,urea,,,,50.0,50.0,,,,4.0,4.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,200.0,,
ES1023,2,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,sulfato de amonio,urea,,,,50.0,50.0,,,,4.0,4.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,200.0,Fertilizante edafico,Fertilizante quimico
ES1023,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,fase tres,sulfato de amonio,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,100.0,,
ES1023,3,GUAMO,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,fase tres,sulfato de amonio,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Sulfato de Amonio,,,,,,,,100.0,,
ES1023,4,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,nitroesteno,sulfato de amonio,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,NITRO XTEND® 46 N,,,,,,,,100.0,,
ES1023,4,GUAMO,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,caño fistolo,Fedearroz 2020,8.0,nitroesteno,sulfato de amonio,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,Sulfato de Amonio,,,,,,,,100.0,,
ES1024,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,triple 18,fase 3,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1024,1,ESPINAL,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,triple 18,fase 3,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,(Nutrimon) Ecofertil fase 3,,,,,,,,100.0,,
ES1024,2,ESPINAL,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,sulfato de amonio,triple 18,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,100.0,,
ES1024,2,ESPINAL,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,sulfato de amonio,triple 18,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1024,3,ESPINAL,1,,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,sulfato de amonio,cloruro,urea,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Sulfato de Amonio,,,,,,,,100.0,,
ES1024,3,ESPINAL,2,,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,sulfato de amonio,cloruro,urea,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,KCl,,,,,,,,100.0,,
ES1024,3,ESPINAL,3,,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,sulfato de amonio,cloruro,urea,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1024,4,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,cloruro,fase 3,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,KCl,,,,,,,,100.0,,
ES1024,4,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268026,cortijo,Fedearroz 67,10.0,cloruro,fase 3,,,,50.0,50.0,,,,2.0,3.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,150.0,,
ES1025,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,primavera,Tana,6.0,urea,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1025,2,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,99,primavera,Tana,6.0,sulfato de amonio,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Sulfato de Amonio,,,,,,,,150.0,,
ES1025,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,99,primavera,Tana,6.0,nutresten,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,NITRO XTEND® 46 N,,,,,,,,150.0,,
ES1026,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,triple 18,,,,,50.0,,,,,5.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,250.0,Fertilizante edafico,Fertilizante quimico
ES1026,2,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,triple 18,,,,,50.0,,,,,5.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,250.0,Fertilizante edafico,Fertilizante quimico
ES1026,3,GUAMO,1,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,triple 18,sulfato de amonio,urea,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1026,3,GUAMO,2,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,triple 18,sulfato de amonio,urea,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Sulfato de Amonio,,,,,,,,50.0,,
ES1026,3,GUAMO,3,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,triple 18,sulfato de amonio,urea,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1026,4,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,compuesto de fase 3,kcl,,,,50.0,50.0,,,,3.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,150.0,,
ES1026,4,GUAMO,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319040,el cacao,Fedearroz ibis,1.25,compuesto de fase 3,kcl,,,,50.0,50.0,,,,3.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,KCl,,,,,,,,100.0,,
ES1027,1,HERVEO,1,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,triple 18,urea,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,2,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1027,1,HERVEO,2,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,triple 18,urea,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,2,1,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1027,1,HERVEO,3,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,triple 18,urea,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,2,1,Sulfato de Amonio,,,,,,,,50.0,,
ES1027,2,HERVEO,1,BASALTIKA,NUTRIMON,,,,Fertilizacion foliar,Fertilizacion edafica,,,,Abono organico,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,casen,triple 18,,,,50.0,50.0,,,,3.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,2,K-Zinc,0.0,0.0,0.0,0.0,0.0,0.0,,150.0,Fertilizante foliar,Fertilizante organico
ES1027,2,HERVEO,2,BASALTIKA,NUTRIMON,,,,Fertilizacion foliar,Fertilizacion edafica,,,,Abono organico,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,casen,triple 18,,,,50.0,50.0,,,,3.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1027,3,HERVEO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319039,el zancudo,Fedearroz 67,1.25,sulfato de amonio,urea,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,2,3,Sulfato de Amonio,,,,,,,,100.0,,
