a10,g7_1,a12,insumo_num,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,_merge,a11,a12a,a13,ax_2,f4_1,f5_1,g10_1,g10_2,g10_3,g10_4,g10_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g9_1,g9_2,g9_3,g9_4,g9_5,id_lote_g6,row,g10_c,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,cantidad_litros_ha,cantidad_kilos_ha,Tipo_Nivel_0,Tipo_Nivel_1
DS4001,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4001,2,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4001,3,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4001,4,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4001,5,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4001,6,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,alto en nitrogeno para la foliada,,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,6,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4001,7,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268001,la andina,Fedearroz 67,1.5,alto en nitrogeno para la foliada,,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,7,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4003,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,triple 18,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
DS4003,2,ESPINAL,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,sulfato de amonio,tripke 18,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,100.0,,
DS4003,2,ESPINAL,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,sulfato de amonio,tripke 18,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4003,3,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,face 3,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,150.0,,
DS4003,4,ESPINAL,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,amidas,cloruro de potasio,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,YaraVera AMIDAS,0.0,40.0,5.0,0.0,35.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
DS4003,4,ESPINAL,2,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,amidas,cloruro de potasio,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,KCl,,,,,,,,50.0,,
DS4003,5,ESPINAL,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,nitrabon,,,,,50.0,,,,,2.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,Nitrabor,0.0,15.4,1.3,14.1,0.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
DS4003,6,ESPINAL,1,MICROFERTISA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,villa stella,Fedearroz 67,0.75,azufre boro zinc,,,,,,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,6,Borozinco,0.0,3.45,0.83,2.28,0.35,0.0,1.0,,Fertilizante foliar,Fertilizante quimico
DS4004,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,tripke 18,sukfato,,,,50.0,50.0,,,,4.0,2.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4004,1,ESPINAL,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,tripke 18,sukfato,,,,50.0,50.0,,,,4.0,2.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Sulfato de Amonio,,,,,,,,125.0,,
DS4004,2,ESPINAL,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,sulfato de amonio,urea,,,,50.0,50.0,,,,4.0,4.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,200.0,,
DS4004,2,ESPINAL,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,sulfato de amonio,urea,,,,50.0,50.0,,,,4.0,4.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4004,3,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,sulfato de amonio,kcl,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Sulfato de Amonio,,,,,,,,100.0,,
DS4004,3,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,sulfato de amonio,kcl,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,KCl,,,,,,,,100.0,,
DS4004,4,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268020,montalvito 1,Cálida ,1.15,urea,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
DS4005,1,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,nitroesten,tripke 18,sulfato de amonio,,,50.0,,,,,2.0,50.0,50.0,,,Bultos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,1,NITRO XTEND® 46 N,,,,,,,,100.0,,
DS4005,1,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,nitroesten,tripke 18,sulfato de amonio,,,50.0,,,,,2.0,50.0,50.0,,,Bultos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4005,1,GUAMO,3,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,nitroesten,tripke 18,sulfato de amonio,,,50.0,,,,,2.0,50.0,50.0,,,Bultos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,1,Sulfato de Amonio,,,,,,,,50.0,,
DS4005,2,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,tripke 18,nitroesten,kcl,,,,,,,,50.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4005,2,GUAMO,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,tripke 18,nitroesten,kcl,,,,,,,,50.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,NITRO XTEND® 46 N,,,,,,,,50.0,,
DS4005,2,GUAMO,3,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,tripke 18,nitroesten,kcl,,,,,,,,50.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,KCl,,,,,,,,50.0,,
DS4005,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,ciclo 3,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,200.0,,
DS4005,4,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,sukfato,kcl,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,Sulfato de Amonio,,,,,,,,100.0,,
DS4005,4,GUAMO,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319023,los guasimos,Fedearroz 2020,18.0,sukfato,kcl,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,KCl,,,,,,,,100.0,,
DS4006,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4006,2,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,sulfato de amonio,nitro estem,,,,,,,,,120.0,20.0,,,,Kilos,Kilos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,120.0,,
DS4006,2,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,sulfato de amonio,nitro estem,,,,,,,,,120.0,20.0,,,,Kilos,Kilos,,,,,,,,,1.0,2.0,,,,1,2,NITRO XTEND® 46 N,,,,,,,,20.0,,
DS4006,3,ESPINAL,1,MICROFERTISA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,sulfato de zing,patoencal,,,,,,,,,20.0,10.0,,,,Kilos,Kilos,,,,,,,,,1.0,2.0,,,,1,3,Sulfato de Zinc,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,Fertilizante edafico,Fertilizante quimico
DS4006,3,ESPINAL,2,MICROFERTISA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,sulfato de zing,patoencal,,,,,,,,,20.0,10.0,,,,Kilos,Kilos,,,,,,,,,1.0,2.0,,,,1,3,PATENKALI,,,,,,,,10.0,,
DS4006,4,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268005,recreo,Fedearroz 67,5.7,ferticol,,,,,50.0,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,4,FertiCROP,,,,,,,1.0,,,
DS4009,1,ESPINAL,1,NUTRIMON,ARROCERO,ARROCERO,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,uria,elementos menores,elementos menores,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
DS4009,1,ESPINAL,2,NUTRIMON,ARROCERO,ARROCERO,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,uria,elementos menores,elementos menores,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4009,1,ESPINAL,3,NUTRIMON,ARROCERO,ARROCERO,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,uria,elementos menores,elementos menores,,,50.0,50.0,50.0,,,3.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,1,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4009,2,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,uria,sulfato,,,,50.0,50.0,,,,3.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
DS4009,2,ESPINAL,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,uria,sulfato,,,,50.0,50.0,,,,3.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,50.0,,
DS4009,3,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,kcl,sulfato,kcl,sulfato de amonio,,50.0,50.0,50.0,50.0,,2.0,2.0,2.0,1.0,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,3,KCl,,,,,,,,100.0,,
DS4009,3,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,kcl,sulfato,kcl,sulfato de amonio,,50.0,50.0,50.0,50.0,,2.0,2.0,2.0,1.0,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,3,Sulfato de Amonio,,,,,,,,100.0,,
DS4009,3,ESPINAL,3,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,kcl,sulfato,kcl,sulfato de amonio,,50.0,50.0,50.0,50.0,,2.0,2.0,2.0,1.0,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,3,KCl,,,,,,,,100.0,,
DS4009,3,ESPINAL,4,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,kcl,sulfato,kcl,sulfato de amonio,,50.0,50.0,50.0,50.0,,2.0,2.0,2.0,1.0,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,3,Sulfato de Amonio,,,,,,,,50.0,,
DS4009,4,ESPINAL,1,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,kcl,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,100.0,Fertilizante edafico,Fertilizante quimico
DS4009,4,ESPINAL,2,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,kcl,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,KCl,,,,,,,,100.0,,
DS4009,4,ESPINAL,3,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,kcl,sulfato de amonio,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Sulfato de Amonio,,,,,,,,50.0,,
DS4009,5,ESPINAL,1,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,potasio,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,100.0,Fertilizante edafico,Fertilizante quimico
DS4009,5,ESPINAL,2,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,potasio,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,PotaZinc,,,,,,,,50.0,,
DS4009,5,ESPINAL,3,ARROCERO,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,la ceiba 1,Fedearroz 67,4.5,elementos menores,potasio,sulfato,,,50.0,50.0,50.0,,,2.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,Sulfato de Amonio,,,,,,,,50.0,,
DS4010,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4010,2,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4010,3,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,etapa tres,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,200.0,,
DS4010,4,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,nitroext,etapa 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,NITRO XTEND® 46 N,,,,,,,,75.0,,
DS4010,4,ESPINAL,2,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,nitroext,etapa 3,,,,50.0,50.0,,,,1.5,1.5,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,75.0,,
DS4010,5,ESPINAL,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,nitrato de potasio,,,,,,,,,,2.0,,,,,Kilos,,,,,,,,,,1.0,,,,,1,5,Krista KP,43.0,13.5,0.6,13.0,0.0,3.0,,2.0,Fertilizante edafico,Fertilizante quimico
DS4010,6,ESPINAL,1,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268026,los mangos,Fedearroz 67,32.0,firmador 2000,,,,,,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,6,Formador 2000,10.71,5.14,1.0,3.07,1.07,14.29,1.0,,Fertilizante foliar,Fertilizante quimico
DS4012,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319024,el recuerdo,Fedearroz 2020,7.0,tripke 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4012,2,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319024,el recuerdo,Fedearroz 2020,7.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4012,3,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319024,el recuerdo,Fedearroz 2020,7.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4012,4,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319024,el recuerdo,Fedearroz 2020,7.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4014,1,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319042,el condor,Fedearroz 67,1.0,triple 18,,,,,50.0,50.0,,,,4.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4014,2,GUAMO,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73319042,el condor,Fedearroz 67,1.0,triple 18,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
DS4014,3,GUAMO,1,,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73319042,el condor,Fedearroz 67,1.0,fase tres,triple 18,triple 18,,,50.0,50.0,50.0,,,4.0,1.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,200.0,,
DS4014,3,GUAMO,2,,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73319042,el condor,Fedearroz 67,1.0,fase tres,triple 18,triple 18,,,50.0,50.0,50.0,,,4.0,1.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
DS4014,3,GUAMO,3,,NUTRIMON,NUTRIMON,,,,Fertilizacion edafica,Fertilizacion edafica,,,,Fertilizante quimico,Fertilizante quimico,,,Matched (3),Tolima,,73319042,el condor,Fedearroz 67,1.0,fase tres,triple 18,triple 18,,,50.0,50.0,50.0,,,4.0,1.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
